trd_st_trx_serialno,sk_invpty_type,sk_invpty,sk_account_type,sk_account,sk_product_type,sk_product,dk_agency_type,sk_agency,sk_region,dk_tano,lval_ag,rval_ag,lval_rg,rval_rg,lval_ar,rval_ar,sk_date,sk_agency_of_lv1,sk_region_of_lv1,cserialno,dk_cust_type,sk_tradeacco_reg,agencyno,netno,dk_system_of_sdata,dk_share_type
123,-1,16678837,-1,240861306,-1,33001,SCT,3190011,36,99,999999999,0,6175,6208,0,0,20070413,806326,2,123,1,3733985859,624,624,LOFTA,A
